building_eff,def_points,def_spec,elit,food,land,money,networth,off_points,off_spec,peasants,prisoners,race,ruler,runes,soldiers,thieves,trade_balance,war_horses,wizards
100%,"8,072",0,0,"85,872",400,"463,508","32,957 gold coins","8,233",0,"3,562",0,Faery,Knight Boby the Sorcerer,240,"4,036","
                
                    0 (100%)
                
            ","-99,750",0,"
                
                    1,112 (100%)
                
            "
